Id,SalePrice
1461,122726.84720568791
1462,156101.99479681297
1463,160725.83143571502
1464,178021.55013356748
1465,213516.08335580517
1466,170214.81737178084
1467,161873.7629842713
1468,164230.72578010682
1469,198938.10960964608
1470,107396.42374257439
1471,200568.92292737617
1472,118116.41771851943
1473,113218.91471434089
1474,157444.53100141184
1475,139828.77539146342
1476,345363.13659987063
1477,268302.95250234
1478,303528.3721787058
1479,280652.7120805181
1480,411852.5048782206
1481,302063.8833209872
1482,229855.30487540594
1483,179082.56008851615
1484,184403.1074492141
1485,179833.73430980413
1486,202776.48105476442
1487,321451.5370215708
1488,270943.783025254
1489,202218.2372555743
1490,193791.63275981203
1491,200763.77902284084
1492,110327.17525187535
1493,177007.209785546
1494,283257.40491168184
1495,279910.9619900093
1496,216029.28597300814
1497,206450.60056839677
1498,166615.67991135432
1499,166615.67991135432
1500,151661.44470740957
1501,167402.1155874689
1502,156385.59413105666
1503,259663.3224421182
1504,242866.10537531567
1505,219109.9575095065
1506,197809.28361939517
1507,229704.95418468348
1508,195756.0052672625
1509,168525.99828025108
1510,142242.75860510932
1511,141117.1711748695
1512,158510.74572678033
1513,175057.87780270813
1514,152044.01026942427
1515,187416.08337677672
1516,156149.10534241496
1517,145440.33412580666
1518,161913.47904646432
1519,219779.61456262582
1520,128778.17673361063
1521,132900.07745170308
1522,177372.19232715905
1523,113540.45192477858
1524,121447.9937698554
1525,115994.67291439718
1526,117096.59929512003
1527,102502.40305752927
1528,133217.95765529352
1529,135960.8204170584
1530,167038.72194548423
1531,116250.35351803646
1532,96722.68392525139
1533,147773.7604978885
1534,129888.98748336735
1535,138325.80026739617
1536,117729.25365212878
1537,77209.69908242351
1538,160412.6160212777
1539,197249.53975604722
1540,134193.11406496874
1541,144092.66723555705
1542,141990.1834706974
1543,181554.1728982173
1544,81686.51046856854
1545,118268.71644231462
1546,138095.9090658003
1547,128290.85961625393
1548,140563.97170299303
1549,107996.7621748537
1550,130143.98957651458
1551,124246.05079062424
1552,126308.72310842582
1553,123764.46942418761
1554,119521.02297805199
1555,159475.88905373015
1556,105014.20782857943
1557,116583.20418728946
1558,109039.19854989597
1559,109508.41071799399
1560,126761.3773257885
1561,143094.24377680203
1562,116489.98047482972
1563,111901.31150065022
1564,159765.09400895407
1565,136863.7385263708
1566,210896.67181166177
1567,85659.43404977117
1568,191062.1337965498
1569,111784.89163645892
1570,139431.50598594747
1571,123007.09603541065
1572,130338.98614370893
1573,227440.21610618112
1574,143767.63768194139
1575,205818.47768479201
1576,206620.14149138355
1577,200671.41727687087
1578,127620.82592025741
1579,137042.16537539245
1580,202210.6711341147
1581,127340.55392589082
1582,118876.46724017241
1583,302891.78555818956
1584,231208.73405963051
1585,140014.94633169286
1586,70597.69534793131
1587,117357.37534674931
1588,136315.6866454083
1589,107402.96432883812
1590,147831.95691519673
1591,97992.80052140029
1592,122184.06377261077
1593,117111.45866006061
1594,140527.58862149142
1595,123296.5003107301
1596,195680.8395620884
1597,162657.48521236138
1598,197250.08415608405
1599,194075.45084466157
1600,204204.45040731574
1601,56395.05174534625
1602,124681.63058262145
1603,87607.61968349466
1604,255997.11084113424
1605,255295.66844276022
1606,164156.45142893432
1607,223571.52341725407
1608,212824.94676030483
1609,195556.4143466487
1610,148465.20170568576
1611,145053.03050780372
1612,174211.50358445244
1613,167889.19687051623
1614,118800.14232248106
1615,95672.77738555665
1616,95672.77738555665
1617,101953.27694906323
1618,115263.01048129219
1619,119728.68466185672
1620,189599.35653654483
1621,138250.11590708312
1622,135450.8123171423
1623,259953.6309585767
1624,196826.84337548775
1625,127594.528238804
1626,175267.76413829037
1627,178376.9859467017
1628,269411.4696794052
1629,196438.8093865101
1630,329402.4040514269
1631,235245.61621345888
1632,257315.68080777238
1633,177392.95461165384
1634,179223.09718964147
1635,161673.33334358767
1636,162893.4044927654
1637,165681.68050375953
1638,217337.48254583488
1639,191743.04995733735
1640,250979.4991132557
1641,193899.64107311604
1642,222681.51793078272
1643,247778.02357983217
1644,240888.01496426642
1645,167498.77734096735
1646,151846.14724650336
1647,175483.14625214678
1648,139974.65382675824
1649,127602.07656905295
1650,107240.06988521128
1651,107541.66605906165
1652,118781.71980828844
1653,119026.15179170432
1654,159758.9772907596
1655,161392.5213669146
1656,158331.350598583
1657,160658.83311901928
1658,158776.6317878551
1659,141277.4736829159
1660,139302.8303387214
1661,367792.8204783854
1662,360873.3336937784
1663,349645.4207296808
1664,443917.91377251834
1665,316601.41474101384
1666,290930.39552371675
1667,305902.84791217174
1668,323369.24110766634
1669,285133.9067260527
1670,325103.0791057318
1671,240875.5419445217
1672,384434.9043141697
1673,280403.5389840409
1674,272279.3766660809
1675,183699.07121721323
1676,184810.86728778112
1677,205834.02455894314
1678,439117.48793648643
1679,311317.685335884
1680,319568.02253682143
1681,269671.46283261897
1682,269809.78948109417
1683,207283.78306302923
1684,183253.58960704718
1685,166721.9220277667
1686,189143.80243273507
1687,179833.73430980413
1688,199120.49468363027
1689,196388.3449749168
1690,187756.2025049092
1691,175334.6596789147
1692,249588.08232131324
1693,179833.73430980413
1694,168468.93318354082
1695,181411.00416402586
1696,250537.02398012465
1697,181779.04362098346
1698,316480.7110537091
1699,300391.58615062694
1700,231605.11331154476
1701,268566.1317086985
1702,288333.47817243217
1703,270776.35422214447
1704,280728.6388878199
1705,236133.49903270756
1706,382891.06885026325
1707,215068.08184589774
1708,216307.32333158804
1709,302763.4252802237
1710,247469.96956609192
1711,250497.05839941217
1712,275143.78787264635
1713,241256.58442828344
1714,224458.38800692745
1715,204943.66856772476
1716,200312.58737985315
1717,188870.76176022046
1718,154108.99917877623
1719,209259.84308220423
1720,260194.44578269994
1721,188743.9706066753
1722,135279.63810465424
1723,149135.99416220537
1724,227920.7132479127
1725,222935.5493925672
1726,178695.09718799175
1727,176243.5812323502
1728,186674.78826795507
1729,154713.99901644455
1730,187114.47635059536
1731,121164.05830015594
1732,120249.15954218841
1733,113339.29677517897
1734,120222.03301111597
1735,114268.73106760315
1736,112845.13025831842
1737,287707.0418776486
1738,205519.6976094998
1739,289933.262425853
1740,215841.81036563666
1741,185913.92209738426
1742,167402.1155874689
1743,183558.3553722039
1744,247027.9418619973
1745,226706.48209000396
1746,272447.0337131813
1747,231700.60698554327
1748,211594.30990005034
1749,148167.75714637167
1750,153764.87670511712
1751,235138.00172964737
1752,112313.53914896409
1753,162097.85802932197
1754,214386.72421831134
1755,164647.04704264755
1756,102516.89144254167
1757,109729.31377692924
1758,139469.21428068436
1759,168015.79419807278
1760,149044.6419197613
1761,146233.63710828355
1762,161662.17182829804
1763,175532.508986637
1764,115758.39713060977
1765,192840.65744778974
1766,170330.8794572028
1767,180808.46225295166
1768,127193.26818729093
1769,179544.91735480362
1770,129571.78686001772
1771,131321.72713564086
1772,143166.22416748552
1773,117509.13116448697
1774,173682.3883356051
1775,135358.28553555105
1776,128349.010501356
1777,99074.89870094508
1778,117170.2225755432
1779,139247.59501161915
1780,165271.07183919539
1781,127496.9208217576
1782,84850.44700693837
1783,125674.49513530754
1784,85960.34152038665
1785,112189.93803198356
1786,142731.56082957887
1787,163192.7567162409
1788,57300.49348372248
1789,102592.38816691015
1790,66026.0757697499
1791,226353.14002635176
1792,163471.19575219866
1793,143961.81707626334
1794,133366.10173857867
1795,139950.13736471228
1796,145233.07652678204
1797,145689.33916219417
1798,121385.43077835253
1799,96521.16306074873
1800,130806.21136655733
1801,116110.1307375068
1802,160580.1606630176
1803,174879.16043082016
1804,128007.51764357407
1805,136630.64941951382
1806,132564.81471335958
1807,146631.82520818198
1808,114369.28426806325
1809,105632.47379781697
1810,132540.7617105467
1811,110671.42062625899
1812,107864.49499124565
1813,123325.83327111663
1814,87732.38811086737
1815,61744.596075169655
1816,93962.4489985306
1817,112838.51338094061
1818,148480.57185520636
1819,119744.47901761987
1820,78033.38235527961
1821,136717.57430121553
1822,138765.64980843413
1823,67183.2218965802
1824,144816.95262107186
1825,131911.25733043015
1826,109881.30144599287
1827,107164.02797173386
1828,130165.67442134336
1829,134754.92048316824
1830,153086.02012851418
1831,170584.48218289844
1832,134798.8502551228
1833,157985.0101919769
1834,128998.97521127676
1835,147382.89126651667
1836,155364.7765376337
1837,85163.90928513295
1838,126750.64117991095
1839,82963.57289225304
1840,130231.65805072978
1841,132710.88168282073
1842,104358.96242008914
1843,135105.83329094667
1844,148709.48964591045
1845,146407.70956382828
1846,148621.9280645522
1847,180450.53252296586
1848,61769.54224465682
1849,132085.90156539174
1850,123964.72407345039
1851,149431.41773767464
1852,122121.03809391135
1853,128288.06977345521
1854,172445.9126952905
1855,177343.06543150553
1856,214039.12797855466
1857,138419.77172596045
1858,187135.8387770062
1859,161613.38274663125
1860,155391.98742086708
1861,160283.85516218597
1862,267521.2450156454
1863,267521.2450156454
1864,267521.2450156454
1865,336875.8998117999
1866,315695.0888447833
1867,261836.80337182945
1868,274932.9370088354
1869,207214.13618420472
1870,234748.95680815537
1871,259488.37970919316
1872,163605.46759248804
1873,205059.25649923974
1874,134414.50134188664
1875,211781.7637968574
1876,185839.57100083947
1877,214221.69010627846
1878,219027.5128810108
1879,119851.00229390172
1880,123214.27389834117
1881,260390.10840700642
1882,264454.97878245777
1883,205790.09163755164
1884,218942.75324094034
1885,240351.0298643316
1886,270199.4729252232
1887,206188.93615310494
1888,269305.6883441074
1889,158894.0873130036
1890,121945.06983733998
1891,164469.24639541862
1892,99502.49595360547
1893,136009.4646344138
1894,148256.21464550978
1895,152725.42496518968
1896,120348.42511371672
1897,117549.31018430092
1898,121124.3853971722
1899,136337.9371429384
1900,128295.97341682708
1901,133458.99430788358
1902,137321.7355053708
1903,207490.13602924434
1904,127095.40083233506
1905,174579.7523641633
1906,133319.31695525994
1907,200160.42074594097
1908,129621.20049386469
1909,141076.7443088726
1910,141076.7443088726
1911,196709.2202302808
1912,259051.33086815046
1913,139171.83046933528
1914,69176.66679012746
1915,256100.87079247893
1916,66244.56902776241
1917,258512.84953174987
1918,134973.0518638638
1919,169339.70537078244
1920,180544.1674439698
1921,343066.8010233186
1922,309752.69948020624
1923,205923.38223545306
1924,208261.0218031
1925,226374.88769883226
1926,346177.0090245763
1927,124819.36463586998
1928,152498.7885421966
1929,109215.03806590878
1930,157530.1815740934
1931,131917.48183664886
1932,135394.5813173232
1933,159259.50922634552
1934,177522.29786517122
1935,159405.11395350326
1936,178093.724209035
1937,174996.0146762367
1938,159893.28888581388
1939,258504.1858675402
1940,213516.08335580517
1941,179102.413031434
1942,174086.5462434584
1943,215141.86027029518
1944,286705.4606454855
1945,317346.01220001036
1946,169017.1540596314
1947,295911.366295127
1948,174622.44712152448
1949,222984.98625421588
1950,188654.54340990103
1951,244341.8518072405
1952,225315.7650724168
1953,157849.8794699396
1954,220752.6232025934
1955,132399.5063591497
1956,300250.56967560895
1957,174995.6632486091
1958,286028.5754489257
1959,155172.68748527204
1960,105601.65001242174
1961,119825.1010373118
1962,118781.71980828844
1963,120580.09032845801
1964,122264.37636601762
1965,158084.0140071581
1966,162301.5782114897
1967,272574.43828667945
1968,333558.4183860172
1969,328790.0944003203
1970,381108.7861553959
1971,441977.1445204478
1972,349790.6648311985
1973,261527.20223043885
1974,287309.69910227193
1975,428748.8668821389
1976,259583.5541235859
1977,313526.4520956503
1978,331099.69043527823
1979,332375.76955354423
1980,205456.20967898765
1981,329589.20949202805
1982,230214.37371874053
1983,230214.37371874053
1984,195131.73721803687
1985,218708.7857457732
1986,230701.58073306043
1987,193731.29232348557
1988,170143.34106470234
1989,199406.5027051539
1990,213073.99064352323
1991,205834.02455894314
1992,214227.73038245703
1993,179170.1254335304
1994,230832.30208439563
1995,198084.1824467055
1996,262886.9647014917
1997,319749.2374361164
1998,306498.64558153955
1999,230415.2215009438
2000,291120.68934505247
2001,243190.1187424779
2002,230949.27276730724
2003,273515.23162295244
2004,262947.6394213004
2005,238184.51559353934
2006,235608.32563914813
2007,266613.08422890335
2008,192550.65277841635
2009,183510.2728069228
2010,200324.0087574267
2011,155836.3377945911
2012,188234.22849386037
2013,171892.86978170564
2014,177330.53375907944
2015,195118.85002390135
2016,184517.75458101946
2017,199020.573336429
2018,121393.96456851134
2019,112880.81439397944
2020,114462.78065749833
2021,110251.55974150564
2022,173434.33440771778
2023,152669.29473343006
2024,228223.3724576057
2025,352865.7567384565
2026,194642.88104950424
2027,149956.26379253386
2028,185502.69333664293
2029,168526.08185978635
2030,279560.498740464
2031,253336.0107817298
2032,267511.66325031396
2033,270199.26312745735
2034,178196.3601703783
2035,209403.46196893996
2036,222730.07050307188
2037,223853.8310619512
2038,376641.0978435546
2039,213587.97161016858
2040,351846.02623076085
2041,235994.6254307944
2042,211239.27809371895
2043,171921.999913184
2044,195062.10151855685
2045,207417.1069790769
2046,163288.49241711773
2047,137884.33061379497
2048,122511.22292025112
2049,172316.60119190812
2050,186328.12879568562
2051,118255.70020402179
2052,131366.04884333623
2053,126384.68695534577
2054,82129.41077890371
2055,152513.72810715504
2056,136127.71992778915
2057,119799.88630144416
2058,183005.48976539497
2059,129737.79583183449
2060,149709.3077386211
2061,176269.01500536336
2062,127129.74185645331
2063,107379.49763669333
2064,135938.7174273574
2065,116057.50516233532
2066,190166.11194910482
2067,161246.1080291297
2068,170572.80144151594
2069,97406.07708095587
2070,108120.18604777682
2071,80865.51104297656
2072,163727.43254520558
2073,127040.9343100128
2074,179179.2515923088
2075,142024.22120468807
2076,114177.5027931878
2077,135997.53745556372
2078,121933.0759328098
2079,143328.88216713464
2080,129132.9580501466
2081,137809.45063212662
2082,155201.31943205476
2083,146447.30671109274
2084,106279.22933641383
2085,127388.76766266263
2086,163830.1012653952
